date,week,region_1_2_dairy,region_1_2_beef_dairy,region_3_dairy,region_3_beef_dairy,region_4_dairy,region_4_beef_dairy,region_5_dairy,region_5_beef_dairy,region_6_dairy,region_6_beef_dairy,region_7_dairy,region_7_beef_dairy,region_8_dairy,region_8_beef_dairy,region_9_dairy,region_9_beef_dairy,region_10_dairy,region_10_beef_dairy,reported_total_dairy,reported_total_beef_dairy,calculated_total_beef,calculated_pct_beef,calculated_total_dairy,calculated_total_beef_dairy,diff_dairy,diff_beef_dairy
2015-01-24,3,0.5,0.6,11.4,14.1,3.7,11.0,17.1,27.2,7.2,19.3,1.0,15.0,,,18.4,20.5,3.8,4.5,65.5,116.8,51.3,0.439,63.1,112.2,2.3999999999999986,4.599999999999994
2015-01-31,4,0.4,0.5,10.0,12.3,3.8,10.7,15.7,26.4,8.7,19.5,1.1,16.3,,,18.6,20.9,3.9,4.6,64.7,115.9,51.2,0.442,62.199999999999996,111.19999999999999,2.500000000000007,4.700000000000017
2015-02-07,5,0.4,0.5,9.8,12.1,3.5,9.7,14.4,23.1,9.1,18.8,1.0,15.1,,,18.8,20.7,4.0,4.7,62.8,108.2,45.400000000000006,0.42,61.0,104.7,1.7999999999999972,3.5
2015-02-14,6,0.4,0.5,10.5,13.0,3.4,9.5,15.0,23.9,9.1,17.3,1.2,17.3,,,17.8,19.4,3.9,4.6,63.7,109.5,45.8,0.418,61.300000000000004,105.5,2.3999999999999986,4.0
2015-02-21,7,0.3,0.4,8.8,10.8,2.7,7.0,13.9,22.6,7.8,17.3,1.0,16.6,,,17.2,18.8,3.5,4.2,57.3,101.7,44.400000000000006,0.437,55.2,97.70000000000002,2.0999999999999943,3.999999999999986
2015-02-28,8,0.4,0.5,9.6,11.9,3.3,7.9,14.5,22.9,6.9,15.4,1.1,17.7,,,16.6,18.1,3.8,4.6,58.4,102.9,44.50000000000001,0.432,56.2,99.0,2.1999999999999957,3.9000000000000057
2015-03-07,9,0.4,0.4,9.5,11.7,3.4,9.03,15.3,22.8,8.7,15.5,0.9,16.4,,,16.2,17.9,3.3,4.0,60.1,102.3,42.199999999999996,0.413,57.69999999999999,97.72999999999999,2.400000000000013,4.570000000000007
2015-03-14,10,0.4,0.5,10.3,12.7,4.0,9.7,14.8,23.5,8.3,16.4,0.9,13.3,,,16.0,17.7,3.4,4.1,60.5,102.0,41.5,0.407,58.099999999999994,97.89999999999999,2.4000000000000057,4.1000000000000085
2015-03-21,11,0.4,0.4,10.0,12.5,3.7,10.6,15.9,24.1,7.8,16.7,0.7,12.7,,,16.6,18.5,3.2,3.8,60.4,103.2,42.800000000000004,0.415,58.300000000000004,99.3,2.0999999999999943,3.9000000000000057
2015-03-28,12,0.4,0.6,9.9,12.2,3.5,10.1,15.0,23.6,7.6,18.1,1.0,13.6,,,16.5,18.1,3.3,4.2,59.1,104.5,45.4,0.434,57.199999999999996,100.49999999999999,1.9000000000000057,4.000000000000014
2015-04-04,13,0.4,0.5,9.7,12.1,3.4,10.5,14.3,22.4,7.4,16.0,0.9,12.2,,,14.9,16.7,3.4,4.3,56.8,99.0,42.2,0.426,54.4,94.7,2.3999999999999986,4.299999999999997
2015-04-11,14,0.5,0.6,8.7,10.9,3.3,10.2,14.7,21.6,6.8,17.0,1.2,14.0,,,15.2,16.9,3.8,4.7,56.2,99.8,43.599999999999994,0.437,54.2,95.89999999999999,2.0,3.9000000000000057
2015-04-18,15,0.4,0.5,9.3,11.6,3.4,10.5,14.0,22.4,6.1,15.8,1.0,12.9,,,14.5,16.2,3.3,4.2,54.3,98.2,43.900000000000006,0.447,52.0,94.10000000000001,2.299999999999997,4.099999999999994
2015-04-25,16,0.5,0.5,9.6,12.1,3.1,9.8,14.2,22.0,6.9,16.7,0.9,13.1,,,15.3,16.9,3.2,4.2,56.0,99.5,43.5,0.437,53.7,95.3,2.299999999999997,4.200000000000003
2015-05-02,17,0.4,0.5,9.0,11.2,3.0,9.7,13.5,21.8,6.4,15.5,0.9,12.9,,,14.0,16.3,3.2,4.5,52.7,96.2,43.5,0.452,50.4,92.4,2.3000000000000043,3.799999999999997
2015-05-09,18,0.5,0.6,8.5,10.9,3.5,10.7,13.5,22.1,6.3,17.6,0.7,13.8,,,13.6,15.8,2.9,4.2,51.6,99.5,47.9,0.481,49.5,95.7,2.1000000000000014,3.799999999999997
2015-05-16,19,0.5,0.6,8.7,10.9,3.0,10.3,13.7,21.3,6.8,16.7,0.8,13.6,,,13.3,15.0,2.7,4.4,51.6,97.0,45.4,0.468,49.5,92.8,2.1000000000000014,4.200000000000003
2015-05-23,20,0.5,0.6,8.3,10.4,3.4,10.5,13.5,20.6,6.5,15.5,0.9,12.2,,,13.6,15.5,2.9,4.5,51.8,94.0,42.2,0.449,49.6,89.8,2.1999999999999957,4.200000000000003
2015-05-30,21,0.4,0.4,7.1,8.9,3.1,9.1,10.9,16.8,7.6,14.6,0.7,9.4,,,12.4,14.5,2.5,3.7,46.6,80.8,34.199999999999996,0.423,44.7,77.4,1.8999999999999986,3.3999999999999915
2015-06-06,22,0.5,0.5,8.8,10.8,3.3,10.4,14.1,20.2,7.0,17.8,0.8,12.5,,,13.6,16.1,3.1,4.4,53.2,96.5,43.3,0.449,51.2,92.70000000000002,2.0,3.799999999999983
2015-06-13,23,0.4,0.4,8.0,10.0,3.2,10.2,13.0,20.3,6.0,15.5,0.7,12.3,,,12.9,15.0,3.2,4.5,49.0,91.1,42.099999999999994,0.462,47.400000000000006,88.2,1.5999999999999943,2.8999999999999915
2015-06-20,24,0.5,0.5,8.1,10.2,3.3,9.5,14.0,21.0,6.4,16.1,0.8,12.1,,,12.6,14.6,2.8,4.4,50.6,92.0,41.4,0.45,48.49999999999999,88.4,2.1000000000000085,3.5999999999999943
2015-06-27,25,0.5,0.6,8.1,10.1,3.6,9.9,13.6,19.6,6.5,15.0,0.8,10.1,,,12.8,15.0,2.9,4.3,50.5,88.0,37.5,0.426,48.79999999999999,84.6,1.70000000000001,3.4000000000000057
2015-07-04,26,0.5,0.5,8.7,10.8,2.7,8.2,13.0,18.3,5.8,14.6,0.7,11.8,,,12.4,14.5,2.8,4.1,48.3,85.9,37.60000000000001,0.438,46.599999999999994,82.8,1.7000000000000028,3.1000000000000085
2015-07-11,27,0.5,0.5,8.4,10.4,3.7,10.2,13.9,20.4,6.8,16.4,0.7,12.4,,,13.4,15.1,3.1,4.4,52.7,93.4,40.7,0.436,50.5,89.8,2.200000000000003,3.6000000000000085
2015-07-18,28,0.5,0.5,8.3,10.3,3.0,9.7,14.6,20.1,7.0,15.9,0.7,10.8,,,13.5,15.5,3.3,4.3,52.9,90.3,37.4,0.414,50.9,87.1,2.0,3.200000000000003
2015-07-25,29,0.5,0.5,8.3,10.2,3.2,9.6,14.0,20.0,6.6,14.6,0.7,10.4,,,13.0,15.2,3.2,4.21,51.4,88.2,36.800000000000004,0.417,49.50000000000001,84.71,1.8999999999999915,3.490000000000009
2015-08-01,30,0.5,0.5,8.1,10.1,3.2,8.8,13.2,20.3,7.2,15.4,0.7,10.0,,,14.7,17.0,3.1,4.2,52.8,89.5,36.7,0.41,50.70000000000001,86.3,2.099999999999987,3.200000000000003
2015-08-08,31,0.5,0.5,8.5,10.4,3.1,9.2,14.3,19.6,6.6,14.4,0.8,9.2,,,13.3,15.5,3.2,4.1,52.4,86.4,34.00000000000001,0.394,50.3,82.89999999999999,2.1000000000000014,3.500000000000014
2015-08-15,32,0.5,0.5,9.0,11.1,3.1,9.4,14.3,20.7,6.5,13.9,0.6,9.6,,,14.0,15.9,3.3,4.0,53.4,88.3,34.9,0.395,51.3,85.10000000000001,2.1000000000000014,3.1999999999999886
2015-08-22,33,0.5,0.5,9.2,11.1,3.7,9.6,15.1,20.1,7.4,15.6,0.8,10.6,,,13.4,15.5,2.8,3.8,55.0,90.5,35.5,0.392,52.89999999999999,86.8,2.1000000000000085,3.700000000000003
2015-08-29,34,0.6,0.7,9.4,11.6,3.3,8.6,14.1,21.1,6.7,17.3,0.8,11.0,,,14.6,16.8,3.2,4.21,53.9,92.7,38.800000000000004,0.419,52.7,91.30999999999999,1.1999999999999957,1.3900000000000148
2015-09-05,35,0.6,0.6,9.9,12.1,4.0,10.0,15.0,23.0,7.5,18.0,0.9,12.0,,,14.4,16.3,3.3,4.3,57.4,99.4,42.00000000000001,0.423,55.599999999999994,96.3,1.8000000000000043,3.1000000000000085
2015-09-12,36,0.5,0.5,8.3,10.2,3.0,8.6,13.5,21.3,6.5,14.4,0.8,9.9,,,13.6,15.5,3.1,4.1,51.5,87.9,36.400000000000006,0.414,49.300000000000004,84.49999999999999,2.1999999999999957,3.40000000000002
2015-09-19,37,0.5,0.5,10.0,12.2,3.7,10.6,15.9,23.7,7.0,17.5,0.8,12.7,,,16.4,19.0,3.4,4.6,59.8,104.7,44.900000000000006,0.429,57.699999999999996,100.8,2.1000000000000014,3.9000000000000057
2015-09-26,38,0.5,0.5,10.1,12.3,3.8,10.6,15.1,23.3,6.3,17.6,0.7,12.0,,,16.7,18.8,3.3,4.2,58.8,103.3,44.5,0.431,56.5,99.30000000000001,2.299999999999997,3.999999999999986
2015-10-03,39,0.5,0.5,10.5,12.8,3.3,11.1,16.4,23.8,6.5,18.3,0.5,11.7,,,16.0,18.0,3.6,4.6,59.3,104.5,45.2,0.433,57.300000000000004,100.8,1.999999999999993,3.700000000000003
2015-10-10,40,0.4,0.5,10.1,12.3,3.8,10.4,16.0,22.5,6.6,17.6,0.5,11.9,,,15.8,18.1,3.6,4.5,58.9,101.7,42.800000000000004,0.421,56.800000000000004,97.80000000000001,2.0999999999999943,3.8999999999999915
2015-10-17,41,0.4,0.5,10.5,12.8,3.3,10.2,15.6,22.2,6.7,17.8,0.5,12.5,,,14.7,17.2,3.2,4.2,56.6,100.8,44.199999999999996,0.438,54.900000000000006,97.4,1.6999999999999957,3.3999999999999915
2015-10-24,42,0.3,0.4,10.2,12.5,2.8,9.8,15.1,22.2,6.0,18.1,0.3,10.9,,,16.0,18.4,3.6,4.6,56.1,100.4,44.300000000000004,0.441,54.3,96.9,1.8000000000000043,3.5
2015-10-31,43,0.4,0.5,10.3,12.6,3.5,11.1,15.9,23.1,6.8,18.5,0.6,12.7,,,16.1,18.5,3.6,4.5,59.2,105.5,46.3,0.439,57.2,101.5,2.0,4.0
2015-11-07,44,0.4,0.5,11.1,13.5,3.5,11.0,16.6,25.4,7.1,18.5,0.4,13.0,,,15.5,17.9,3.6,4.6,60.3,109.2,48.900000000000006,0.448,58.2,104.4,2.0999999999999943,4.799999999999997
2015-11-14,45,0.4,0.4,10.8,13.2,3.5,11.2,16.2,24.8,6.4,19.0,0.3,13.7,,,16.9,19.7,3.4,4.5,59.5,110.7,51.2,0.463,57.89999999999999,106.5,1.6000000000000085,4.200000000000003
2015-11-21,46,0.4,0.5,10.4,13.0,3.0,10.5,16.7,25.9,6.0,17.6,0.4,13.5,,,17.2,19.7,3.5,4.5,59.5,109.5,50.0,0.457,57.599999999999994,105.2,1.9000000000000057,4.299999999999997
2015-11-28,47,0.3,0.3,8.3,10.4,2.3,7.5,12.0,20.1,5.0,14.1,0.2,11.1,,,12.0,13.9,2.6,3.7,44.3,84.8,40.5,0.478,42.7,81.10000000000001,1.5999999999999943,3.6999999999999886
2015-12-05,48,0.5,0.5,9.8,12.2,3.7,10.9,15.2,23.4,7.1,16.7,0.5,13.1,,,17.2,19.7,3.7,4.6,59.6,105.6,45.99999999999999,0.436,57.7,101.1,1.8999999999999986,4.5
2015-12-12,49,0.4,0.5,10.7,13.3,3.7,11.2,16.6,25.3,7.0,19.0,0.4,12.4,,,15.7,17.8,3.7,4.8,60.4,109.0,48.6,0.446,58.2,104.3,2.1999999999999957,4.700000000000003
2015-12-19,50,0.5,0.5,10.6,13.3,3.2,10.6,15.0,23.6,7.5,19.7,0.3,12.3,,,17.1,18.9,4.0,4.8,60.3,108.2,47.900000000000006,0.443,58.199999999999996,103.7,2.1000000000000014,4.5
2015-12-26,51,0.3,0.3,7.2,9.0,2.1,7.9,10.8,16.9,5.1,15.1,0.3,10.0,,,12.1,13.4,3.2,3.8,42.6,79.8,37.199999999999996,0.466,41.1,76.4,1.5,3.3999999999999915
2016-01-02,52,0.3,0.3,6.7,8.3,3.0,7.0,,,4.9,14.4,0.2,10.4,,,13.4,15.1,3.2,4.21,43.5,80.6,37.099999999999994,0.46,31.7,59.71,11.8,20.889999999999993
2016-01-09,1,0.5,0.6,10.5,12.9,4.5,11.6,,,10.9,21.0,0.4,13.8,,,18.5,20.1,3.9,4.9,68.5,116.6,48.099999999999994,0.413,49.199999999999996,84.9,19.300000000000004,31.69999999999999
2016-01-16,2,0.4,0.5,10.2,12.7,3.5,10.5,,,11.5,21.9,0.7,13.8,,,17.8,19.5,3.9,5.0,65.5,115.2,49.7,0.431,48.0,83.89999999999999,17.5,31.30000000000001
2016-01-23,3,0.5,0.6,9.5,11.8,3.2,9.5,,,9.6,20.6,0.5,14.0,,,19.1,20.7,3.9,4.8,62.2,110.4,48.2,0.437,46.3,82.0,15.900000000000006,28.400000000000006
2016-01-30,4,0.5,0.6,9.5,11.6,3.8,9.9,,,10.1,19.3,0.5,14.5,,,18.7,20.7,4.0,5.1,65.1,113.5,48.400000000000006,0.426,47.099999999999994,81.7,18.0,31.799999999999997
2016-02-06,5,0.4,0.6,10.2,12.6,3.7,10.9,,,10.1,19.6,0.5,9.7,,,18.9,21.2,4.1,5.0,64.6,108.2,43.60000000000001,0.403,47.9,79.60000000000001,16.699999999999996,28.599999999999994
2016-02-13,6,0.4,0.6,9.7,12.1,3.4,10.4,,,8.7,17.2,0.7,12.6,,,18.0,19.5,4.0,5.0,61.8,105.3,43.5,0.413,44.9,77.4,16.9,27.89999999999999
2016-02-20,7,0.4,0.5,8.3,10.2,3.5,9.7,,,8.5,18.9,0.6,13.3,,,17.5,19.3,3.8,4.9,58.6,104.6,45.99999999999999,0.44,42.6,76.8,16.0,27.799999999999997
2016-02-27,8,0.5,0.6,10.0,12.4,3.8,10.5,,,8.8,17.8,0.5,12.9,,,17.6,19.4,3.9,4.9,62.5,108.3,45.8,0.423,45.1,78.5,17.4,29.799999999999997
2016-03-05,9,0.5,0.6,9.3,11.5,3.3,10.6,,,8.3,17.0,0.7,13.2,,,16.2,18.2,3.8,4.9,59.1,104.6,45.49999999999999,0.435,42.099999999999994,76.00000000000001,17.000000000000007,28.59999999999998
2016-03-12,10,0.5,0.6,9.7,11.9,3.7,10.7,,,7.7,17.4,0.6,13.1,,,16.7,18.3,3.9,4.8,59.5,105.2,45.7,0.434,42.8,76.8,16.700000000000003,28.400000000000006
2016-03-19,11,0.5,0.6,9.8,11.9,3.8,10.7,,,8.1,16.3,0.6,13.0,,,15.5,17.4,3.7,4.6,58.7,103.9,45.2,0.435,42.00000000000001,74.5,16.699999999999996,29.400000000000006
2016-03-26,12,0.5,0.6,9.3,11.4,3.2,8.9,,,6.8,17.0,0.5,12.0,,,14.6,16.4,3.9,4.8,54.3,97.8,43.5,0.445,38.8,71.1,15.5,26.700000000000003
2016-04-02,13,0.5,0.7,8.8,10.9,3.0,8.8,,,6.8,17.1,0.5,12.8,,,12.8,14.5,3.7,4.7,51.7,97.0,45.3,0.467,36.10000000000001,69.5,15.599999999999994,27.5
2016-04-09,14,0.6,0.7,9.9,12.1,3.4,9.7,,,6.4,16.8,0.6,12.5,,,13.2,14.9,3.6,4.7,53.9,98.9,45.00000000000001,0.455,37.7,71.4,16.199999999999996,27.5
2016-04-16,15,0.6,0.7,9.9,12.3,3.1,9.1,,,6.4,19.4,0.6,12.4,,,14.0,15.6,3.6,4.7,54.6,104.1,49.49999999999999,0.476,38.2,74.2,16.4,29.89999999999999
2016-04-23,16,0.5,0.6,9.8,11.8,3.1,9.4,,,6.4,17.9,0.5,11.6,,,14.1,16.2,3.3,4.7,53.2,99.7,46.5,0.466,37.699999999999996,72.2,15.500000000000007,27.5
2016-04-30,17,0.6,0.7,9.9,12.0,3.2,9.6,,,6.7,19.3,0.5,12.9,,,13.7,15.7,3.4,5.0,53.2,102.6,49.39999999999999,0.481,37.99999999999999,75.19999999999999,15.20000000000001,27.400000000000006
2016-05-07,18,0.6,0.7,9.9,12.2,3.6,9.3,,,5.3,17.3,0.6,12.3,,,14.0,16.2,3.5,4.8,52.5,100.9,48.400000000000006,0.48,37.5,72.8,15.0,28.10000000000001
2016-05-14,19,0.5,0.7,9.4,11.5,2.9,8.6,,,4.9,18.8,0.4,12.5,,,14.2,16.3,3.0,4.6,50.2,100.8,50.599999999999994,0.502,35.3,72.99999999999999,14.900000000000006,27.80000000000001
2016-05-21,20,0.5,0.7,9.5,11.8,3.1,9.8,,,4.9,16.7,0.4,12.3,,,14.6,16.6,3.0,4.7,50.5,99.7,49.2,0.493,36.0,72.60000000000001,14.5,27.099999999999994
2016-05-28,21,0.5,0.7,9.2,11.3,2.8,9.0,,,5.7,19.5,0.5,12.1,,,13.6,16.5,3.5,4.8,51.0,101.4,50.400000000000006,0.497,35.8,73.89999999999999,15.200000000000003,27.500000000000014
2016-06-04,22,0.5,0.6,8.0,9.9,2.5,8.7,,,5.0,15.6,0.5,10.8,,,13.7,16.3,3.2,4.3,45.9,91.0,45.1,0.496,33.4,66.19999999999999,12.5,24.80000000000001
2016-06-11,23,0.7,0.7,9.4,11.6,2.9,9.4,,,5.5,17.3,0.5,10.9,,,13.6,15.9,3.4,4.8,50.7,99.4,48.7,0.49,36.0,70.6,14.700000000000003,28.80000000000001
2016-06-18,24,0.6,0.7,8.7,10.6,3.1,8.8,,,5.5,18.7,0.5,11.7,,,13.2,15.8,3.4,4.9,49.8,98.5,48.7,0.494,35.0,71.2,14.799999999999997,27.299999999999997
2016-06-25,25,0.7,0.7,8.5,10.6,3.3,10.3,,,5.3,16.6,0.7,11.9,,,13.7,16.1,3.1,4.5,49.0,97.0,48.0,0.495,35.300000000000004,70.7,13.699999999999996,26.299999999999997
2016-07-02,26,0.6,0.7,9.3,11.5,3.2,10.0,,,5.9,19.1,0.5,12.6,,,13.0,15.6,3.1,4.7,51.2,101.9,50.7,0.498,35.6,74.2,15.600000000000001,27.700000000000003
2016-07-09,27,0.5,0.5,7.3,9.0,2.3,6.7,,,5.5,15.2,0.4,10.0,,,12.1,14.1,3.0,4.2,43.9,83.2,39.300000000000004,0.472,31.1,59.7,12.799999999999997,23.5
2016-07-16,28,0.5,0.7,9.4,11.6,3.4,10.6,,,6.1,18.6,0.6,12.1,,,12.7,15.5,3.5,4.8,53.0,103.0,50.0,0.485,36.2,73.89999999999999,16.799999999999997,29.10000000000001
2016-07-23,29,0.5,0.7,9.8,12.1,3.0,9.4,,,5.3,18.6,0.6,11.6,,,14.3,16.6,3.4,4.6,53.3,100.9,47.60000000000001,0.472,36.9,73.6,16.4,27.30000000000001
2016-07-30,30,0.6,0.7,9.3,11.4,3.1,9.5,,,5.3,15.9,0.7,11.5,,,12.2,14.6,3.4,4.9,50.4,94.6,44.199999999999996,0.467,34.6,68.5,15.799999999999997,26.099999999999994
2016-08-06,31,0.6,0.6,9.6,11.8,3.4,10.1,,,6.0,17.1,0.6,11.4,,,12.8,14.9,3.2,4.7,52.0,96.8,44.8,0.463,36.2,70.60000000000001,15.799999999999997,26.19999999999999
2016-08-13,32,0.4,0.6,9.4,11.6,3.1,9.5,,,6.8,17.4,0.5,11.5,,,13.3,15.8,3.6,4.7,53.3,97.2,43.900000000000006,0.452,37.1,71.1,16.199999999999996,26.10000000000001
2016-08-20,33,0.6,0.6,9.3,11.6,3.1,9.9,,,6.9,18.7,0.6,12.0,,,13.2,15.5,3.3,4.6,54.9,101.2,46.300000000000004,0.458,37.0,72.89999999999999,17.9,28.30000000000001
2016-08-27,34,0.7,0.7,9.4,11.6,3.2,9.9,,,6.4,18.8,0.5,11.8,,,13.5,15.8,3.5,4.8,55.0,102.7,47.7,0.464,37.2,73.39999999999999,17.799999999999997,29.30000000000001
2016-09-03,35,0.6,0.7,10.0,12.3,3.3,10.2,,,7.2,19.6,0.5,13.0,,,13.2,15.7,3.5,4.5,56.3,105.5,49.2,0.466,38.3,76.0,18.0,29.5
2016-09-10,36,0.5,0.6,7.8,9.8,2.7,8.6,,,6.5,17.0,0.6,10.8,,,13.9,16.1,3.0,3.9,50.6,91.6,40.99999999999999,0.448,35.0,66.8,15.600000000000001,24.799999999999997
2016-09-17,37,0.6,0.7,10.0,12.4,3.0,10.1,,,6.8,19.6,0.4,12.8,,,14.3,17.0,3.5,4.9,56.2,108.8,52.599999999999994,0.483,38.599999999999994,77.5,17.60000000000001,31.299999999999997
2016-09-24,38,0.5,0.7,10.2,12.9,3.2,10.1,,,7.0,19.7,0.4,11.7,,,14.9,17.6,3.7,5.2,58.2,107.6,49.39999999999999,0.459,39.9,77.89999999999999,18.300000000000004,29.700000000000003
2016-10-01,39,0.6,0.7,9.9,12.2,2.8,9.6,,,6.1,19.2,0.5,12.2,,,14.7,17.6,3.3,4.7,56.2,104.9,48.7,0.464,37.89999999999999,76.2,18.30000000000001,28.700000000000003
2016-10-08,40,0.5,0.6,10.6,13.4,2.9,10.3,,,6.5,20.6,0.8,13.4,,,14.3,16.7,3.5,4.9,57.1,109.1,51.99999999999999,0.477,39.1,79.9,18.0,29.19999999999999
2016-10-15,41,0.5,0.7,9.6,11.9,2.7,9.9,,,6.4,20.7,0.6,13.5,,,15.7,19.0,3.9,4.9,56.2,109.8,53.599999999999994,0.488,39.4,80.60000000000001,16.800000000000004,29.19999999999999
2016-10-22,42,0.5,0.6,10.4,12.9,2.9,10.0,,,6.5,21.7,0.6,12.2,,,15.7,19.3,3.4,4.7,56.6,112.0,55.4,0.495,40.0,81.4,16.6,30.599999999999994
2016-10-29,43,0.5,0.7,11.2,13.7,2.9,10.3,,,5.8,21.5,0.5,13.9,,,15.0,19.2,3.4,4.6,56.3,116.3,60.0,0.516,39.3,83.89999999999999,17.0,32.400000000000006
2016-11-05,44,0.5,0.6,11.4,14.0,3.1,10.8,,,6.1,21.7,0.6,13.9,,,16.5,20.0,3.4,4.6,58.5,116.7,58.2,0.499,41.6,85.6,16.9,31.10000000000001
2016-11-12,45,0.5,0.6,11.2,14.0,2.9,10.7,,,6.1,21.8,0.5,13.6,,,15.5,19.6,3.7,4.8,58.5,117.0,58.5,0.5,40.400000000000006,85.1,18.099999999999994,31.900000000000006
2016-11-19,46,0.5,0.7,11.2,14.2,2.8,10.5,,,6.0,20.8,1.2,15.1,,,15.7,19.7,3.4,4.5,58.4,117.5,59.1,0.503,40.8,85.5,17.6,32.0
2016-11-26,47,0.4,0.5,9.1,11.7,2.2,9.0,,,4.7,17.7,0.9,11.7,,,12.4,14.7,2.9,3.9,45.8,95.4,49.60000000000001,0.52,32.599999999999994,69.2,13.200000000000003,26.200000000000003
2016-12-03,48,0.5,0.6,10.4,13.1,3.1,10.9,,,6.2,19.6,1.1,13.7,,,17.0,20.3,3.4,4.8,60.0,114.5,54.5,0.476,41.699999999999996,83.0,18.300000000000004,31.5
2016-12-10,49,0.5,0.6,11.0,14.0,3.2,10.2,,,6.5,21.2,1.4,13.3,,,16.0,19.0,3.7,4.9,60.4,114.6,54.199999999999996,0.473,42.3,83.2,18.1,31.39999999999999
2016-12-17,50,0.5,0.6,10.4,13.3,2.7,10.5,,,6.9,21.8,1.6,13.8,,,17.1,20.1,3.4,4.9,59.5,115.9,56.400000000000006,0.487,42.6,85.0,16.9,30.900000000000006
2016-12-24,51,0.5,0.7,10.3,12.8,2.5,9.9,,,5.3,18.1,1.1,12.9,,,14.7,16.4,3.6,4.6,53.5,101.5,48.0,0.473,38.00000000000001,75.39999999999999,15.499999999999993,26.10000000000001
2016-12-31,52,0.5,0.6,8.4,10.4,1.9,8.1,,,5.4,18.3,1.4,13.4,,,14.1,16.0,3.6,4.5,49.7,97.0,47.3,0.488,35.300000000000004,71.30000000000001,14.399999999999999,25.69999999999999
2017-01-07,1,0.5,0.6,9.5,11.8,3.0,9.5,,,6.8,21.1,1.1,11.5,,,16.5,17.9,3.6,4.6,57.1,104.3,47.199999999999996,0.453,41.00000000000001,77.0,16.099999999999994,27.299999999999997
2017-01-14,2,0.5,0.7,10.1,12.7,3.0,10.1,,,7.2,20.7,1.4,14.0,,,16.9,18.4,4.2,5.3,60.9,113.7,52.800000000000004,0.464,43.3,81.89999999999999,17.6,31.80000000000001
2017-01-21,3,0.5,0.6,10.7,13.6,2.6,10.9,,,7.7,20.8,1.4,12.1,,,18.7,20.5,4.4,5.2,62.9,113.6,50.699999999999996,0.446,45.99999999999999,83.7,16.900000000000006,29.89999999999999
2017-01-28,4,0.6,0.7,10.1,12.8,3.0,9.6,,,8.1,20.9,1.9,14.1,,,19.6,21.0,4.6,5.5,65.8,116.0,50.2,0.433,47.9,84.6,17.9,31.400000000000006
2017-02-04,5,0.7,0.7,9.7,12.3,2.9,9.6,,,7.9,21.1,1.8,14.2,,,19.7,21.2,5.0,5.8,66.5,116.9,50.400000000000006,0.431,47.7,84.9,18.799999999999997,32.0
2017-02-11,6,0.5,0.7,9.5,12.1,3.0,10.2,,,7.8,20.7,1.7,14.2,,,19.4,21.2,4.3,5.3,63.5,115.2,51.7,0.449,46.199999999999996,84.4,17.300000000000004,30.799999999999997
2017-02-18,7,0.7,0.7,9.6,12.0,2.9,9.7,,,7.4,20.1,1.5,14.0,,,18.9,20.8,4.5,5.1,62.6,113.4,50.800000000000004,0.448,45.5,82.39999999999999,17.1,31.000000000000014
2017-02-25,8,0.5,0.7,10.0,12.5,3.0,10.1,,,7.1,18.8,1.6,14.4,,,17.7,19.4,4.1,4.6,61.0,110.3,49.3,0.447,44.00000000000001,80.49999999999999,16.999999999999993,29.80000000000001
2017-03-04,9,0.7,0.8,9.3,11.6,3.1,9.3,,,7.6,20.4,1.3,13.5,,,18.3,20.1,4.2,5.1,62.2,111.0,48.8,0.44,44.5,80.8,17.700000000000003,30.200000000000003
2017-03-11,10,0.6,0.7,9.8,12.3,3.4,10.6,,,8.0,21.0,1.2,14.0,,,17.3,19.2,4.4,5.2,63.0,114.3,51.3,0.449,44.699999999999996,83.0,18.300000000000004,31.299999999999997
2017-03-18,11,0.5,0.6,7.7,9.5,2.6,8.9,,,6.7,20.1,1.4,13.9,,,16.1,18.2,4.1,5.0,54.9,104.6,49.699999999999996,0.475,39.1,76.2,15.799999999999997,28.39999999999999
2017-03-25,12,0.7,0.7,10.1,12.5,3.2,10.5,,,6.3,19.8,1.2,13.4,,,16.2,18.0,4.0,5.1,59.8,111.6,51.8,0.464,41.7,80.0,18.099999999999994,31.599999999999994
2017-04-01,13,0.6,0.7,9.9,12.6,2.5,9.7,,,5.8,19.8,1.0,12.2,,,16.1,18.3,3.8,5.1,57.7,109.5,51.8,0.473,39.7,78.39999999999999,18.0,31.10000000000001
2017-04-08,14,0.6,0.7,10.1,12.8,3.1,10.3,,,6.5,19.5,1.0,13.3,,,14.6,16.9,3.9,5.2,57.5,108.3,50.8,0.469,39.8,78.7,17.700000000000003,29.599999999999994
2017-04-15,15,0.6,0.7,9.6,12.2,2.5,10.0,,,6.4,18.2,0.8,11.3,,,13.4,15.8,3.9,5.4,54.1,102.5,48.4,0.472,37.2,73.6,16.9,28.900000000000006
2017-04-22,16,0.6,0.8,9.3,11.8,2.7,10.6,,,6.7,20.8,0.9,12.9,,,14.5,16.3,3.7,5.1,56.4,110.4,54.00000000000001,0.489,38.400000000000006,78.3,17.999999999999993,32.10000000000001
2017-04-29,17,0.6,0.8,9.1,11.7,2.7,10.9,,,5.7,20.6,0.8,12.8,,,15.2,17.1,3.6,5.2,55.5,109.4,53.900000000000006,0.493,37.699999999999996,79.10000000000001,17.800000000000004,30.299999999999997
