week_ending,region,year,month,season,decade,total_beef_dairy,mean_daytime_hours_above_30,mean_daytime_hours_above_35,mean_nighttime_hours_above_21,mean_vpd_mean,mean_vpd_max,heat_vpd_product,heat_vpd_recovery_compound,extreme_stress_compound,weighted_compound_index,threshold_score,pca_compound_index,stress_category
2006-02-18,4,2006,2,Winter,2000,10.2,0.0,0.0,1.4025559105433334,0.3473530113697052,0.6282949447631836,0.0,0.0,0.0,0.026347311746698084,0,-1.9562414139553768,Minimal
2006-02-25,4,2006,2,Winter,2000,10.5,0.0,0.0,3.1789137380194443,0.31155863404273987,0.5744702816009521,0.0,0.0,0.0,0.02776524066683763,0,-1.983154862860478,Minimal
2006-03-04,4,2006,3,Spring,2000,10.8,0.0,0.0,3.6198083067094444,0.4851754903793335,0.8516805768013,0.0,0.0,0.0,0.046788314452205645,0,-1.6920692877775416,Minimal
2006-03-11,4,2006,3,Spring,2000,10.2,0.0,0.0,6.913738019169444,0.5358443260192871,0.95990389585495,0.0,0.0,0.0,0.06139191869752308,0,-1.5397276792929016,Minimal
2006-03-18,4,2006,3,Spring,2000,10.5,0.06389776357833334,0.0,9.865814696485833,0.6391040682792664,1.067694902420044,0.04083732065685957,0.08112666448701453,0.0,0.0811075466561283,0,-1.348439017443011,Minimal
2006-03-25,4,2006,3,Spring,2000,9.9,0.13099041533555555,0.0,3.945686900958611,0.4723922312259674,0.766739010810852,0.06187885456957927,0.08629431316173046,0.0,0.047866330335339304,0,-1.7355654578303559,Minimal
2006-04-01,4,2006,4,Spring,2000,10.9,0.11182108626222222,0.0,9.683706070287778,0.6688075661659241,1.1247535943984985,0.07478678854906669,0.14720811637405926,0.0,0.0841575523072431,0,-1.2959411358400463,Minimal
2006-04-08,4,2006,4,Spring,2000,11.0,1.172523961661389,0.0,19.466453674121666,0.8924683332443237,1.4631613492965698,1.046440505752971,3.083489068549437,0.0,0.14678891452891996,1,-0.7313741096934003,Moderate
2006-04-15,4,2006,4,Spring,2000,11.0,1.9105431309905556,0.0,22.060702875399443,1.033074140548706,1.687118411064148,1.9737327030293021,6.327925774728146,0.0,0.17678427849593348,1,-0.42736350830390146,Moderate
2006-04-22,4,2006,4,Spring,2000,10.9,7.0958466453675,0.2587859424922222,37.61341853035139,1.0381269454956055,1.7385376691818237,7.366389603660601,35.07389912567215,1.3745945086326743,0.279331337532989,1,0.11104283083491108,Moderate
2006-04-29,4,2006,4,Spring,2000,12.6,4.230031948881944,0.0,27.555910543131112,1.1178110837936401,1.735296368598938,4.72837659726145,17.757848850098572,0.0,0.22691308225606704,1,-0.14458803209332588,Moderate
2006-05-06,4,2006,5,Spring,2000,10.6,3.82428115016,0.044728434505,28.70926517571889,1.1165002584457397,1.7186199426651,4.269810892522811,16.528124208883845,0.19176043766240414,0.2255737392454534,1,-0.14701017689413493,Moderate
2006-05-13,4,2006,5,Spring,2000,10.9,2.1693290734825,0.06389776357833334,28.485623003195,0.889186680316925,1.3924921751022339,1.928938517364895,7.423640057564725,0.20606877231216836,0.18330960752811729,1,-0.570350917179486,Moderate
2006-05-20,4,2006,5,Spring,2000,11.4,3.7476038338658335,0.26517571885,23.469648562300556,1.112534999847412,1.68320631980896,4.169340430738086,13.954635895339456,1.016469756505895,0.20933299064073124,1,-0.23540506998800514,Moderate
2006-05-27,4,2006,5,Spring,2000,10.5,18.888178913738056,2.070287539936111,53.9776357827475,1.6284781694412231,2.430912733078003,30.75898702152246,196.78872687092215,23.516964757046935,0.5174125643389796,1,1.9161822815291165,Moderate
2006-06-03,4,2006,6,Summer,2000,9.6,23.46006389776361,2.5718849840258335,63.495207667731385,1.7184456586837769,2.5001885890960693,40.314844957555884,296.2947902247963,36.02964970330915,0.6045794590922937,2,2.4318811371548277,Moderate
2006-06-10,4,2006,6,Summer,2000,11.0,20.220447284345276,3.402555910543333,49.552715654951946,2.016789197921753,2.8576912879943848,40.7803796602138,242.8582354205698,43.95125642275857,0.5592725645354089,3,2.579479908137962,High
2006-06-17,4,2006,6,Summer,2000,11.4,20.65175718849861,4.277955271565555,58.37380191693278,1.7505385875701904,2.5377278327941895,36.15169785959689,247.182902841288,59.69570003242482,0.5620466213500451,2,2.4625618717362285,Moderate
2006-06-24,4,2006,6,Summer,2000,11.4,29.376996805111943,6.744408945686945,65.88817891373778,1.9396140575408936,2.7769291400909424,56.98003597152904,432.411116431861,118.09281974619607,0.6997236063412667,3,3.504904567761996,High
2006-07-01,4,2006,7,Summer,2000,11.4,23.83067092651778,4.674121405750833,62.674121405750554,1.833933711051941,2.6449549198150635,43.70387076912635,317.6140410176721,72.1626499211857,0.6181600691870238,2,2.834932472971298,Moderate
2006-07-08,4,2006,7,Summer,2000,8.6,26.87220447284361,6.578274760383611,63.23003194888167,1.927518367767334,2.7980833053588867,51.79666770380557,379.3071630795289,115.91428742331307,0.6630830692774868,3,3.337995346878454,High
2006-07-15,4,2006,7,Summer,2000,13.8,31.82428115016,8.97124600639,66.2971246006389,1.9710954427719116,2.884162187576294,62.728695544572425,478.60190999997843,171.8465490751026,0.7312769775608041,3,3.942601484320062,High
2006-07-22,4,2006,7,Summer,2000,12.2,39.191693290735,16.50159744408972,69.25878594249194,2.384852886199951,3.415379047393799,93.46642285947263,740.8035202229377,420.55134583874207,0.8638499411955839,4,5.745640434165001,High
2006-07-29,4,2006,7,Summer,2000,12.6,28.204472843450556,4.284345047923333,66.7124600638975,1.7042591571807861,2.5333168506622314,48.06773111690742,368.7393903667923,73.22194619473568,0.6649882029902854,2,2.8808593617523575,High
2006-08-05,4,2006,8,Summer,2000,12.2,40.869009584664724,16.204472843450556,69.62300319488806,2.192248821258545,3.2484536170959473,89.59503808798542,713.3826003925781,398.2605394562681,0.863803785056033,4,5.547653643704863,High
2006-08-12,4,2006,8,Summer,2000,12.7,36.303514376996944,11.338658146965,69.03194888178889,1.987147569656372,2.9372594356536865,72.14044036423464,570.1399595175932,244.96423490729015,0.7904564577617188,3,4.479679335735304,High
2006-08-19,4,2006,8,Summer,2000,12.6,31.773162939297222,6.472843450479444,65.34185303514361,1.8415285348892212,2.791327476501465,58.511186196400516,440.83411913211313,118.92439188642592,0.714722155751635,3,3.494886748724374,High
2006-08-26,4,2006,8,Summer,2000,13.5,30.4632587859425,4.942492012779722,66.10862619808306,1.762943148612976,2.699747085571289,53.70499336110138,408.74132646905974,89.14978289021616,0.6943360936639663,2,3.1722576630682164,High
2006-09-02,4,2006,9,Fall,2000,13.8,23.166134185303612,2.2747603833866665,64.7603833865814,1.3526524305343628,2.149704933166504,31.33572771183612,234.26710174343916,30.32933067572875,0.5675119212164008,2,1.9317005908177607,Moderate
2006-09-09,4,2006,9,Fall,2000,11.5,14.18849840255611,0.16293929712472222,54.76038338658139,1.3510650396347046,2.1607067584991455,19.169584156606415,124.14296193431679,1.7037424989757577,0.4391065967846885,1,1.1571156875652249,Moderate
2006-09-16,4,2006,9,Fall,2000,14.2,8.923322683706111,0.11821086262,47.68051118210861,1.0905876159667969,1.822808861732483,9.731665212125488,56.13274240885416,0.8667221795284464,0.3337715221611268,1,0.42724017779927187,Moderate
2006-09-23,4,2006,9,Fall,2000,13.9,7.0,0.11182108626222222,43.284345047923054,1.0141023397445679,1.680803656578064,7.098716378211975,37.82504528939895,0.7231544113622367,0.2920270726925259,1,0.1366448157669767,Moderate
2006-09-30,4,2006,9,Fall,2000,13.5,3.7731629392972224,0.0031948881791666666,33.939297124600834,1.076507329940796,1.761279821395874,4.061837561214418,17.847428747406436,0.016856107142785057,0.2358714070055471,1,-0.07582131464210187,Moderate
2006-10-07,4,2006,10,Fall,2000,13.3,10.626198083067223,0.24920127795527777,38.54313099041528,1.25095796585083,2.155256748199463,13.292927138721764,64.52803033410167,1.8235413754586387,0.34294859152858076,1,0.661526048814171,Moderate
2006-10-14,4,2006,10,Fall,2000,13.6,1.0958466453675,0.0,23.198083067092778,0.9726468920707703,1.6541545391082764,1.0658718338028783,3.538490167746246,0.0,0.1648122200467549,1,-0.5081276390999265,Moderate
2006-10-21,4,2006,10,Fall,2000,14.1,2.6038338658147224,0.0,25.987220447284443,0.7408254742622375,1.3108855485916138,1.9289864585422671,6.9418860923387085,0.0,0.16580909394504656,1,-0.7627830038799676,Moderate
2006-10-28,4,2006,10,Fall,2000,15.1,0.5271565495208334,0.0,7.198083067092778,0.5470531582832336,0.936407208442688,0.28838265532506374,0.49596288613892314,0.0,0.06920288150384686,0,-1.5160536145898493,Minimal
2006-11-04,4,2006,11,Fall,2000,15.3,0.08626198083083333,0.0,8.623003194888334,0.6359384059906006,1.1468487977981567,0.05485730658715189,0.10216077958354985,0.0,0.07747776980729598,0,-1.3297299448632294,Minimal
2006-11-11,4,2006,11,Fall,2000,15.5,0.0,0.0,7.910543130990556,0.4448644518852234,0.8542965054512024,0.0,0.0,0.0,0.05493465514913063,0,-1.6510003756635836,Minimal
2006-11-18,4,2006,11,Fall,2000,15.6,0.0031948881791666666,0.0,3.9616613418530555,0.40184327960014343,0.7522947788238525,0.001283844343872064,0.0017924599944795297,0.0,0.03927592021318309,0,-1.8048312644126696,Minimal
2006-11-25,4,2006,11,Fall,2000,10.5,0.0,0.0,0.6102236421727778,0.36271822452545166,0.7342954277992249,0.0,0.0,0.0,0.02565340616629288,0,-1.9020516033785326,Minimal
2006-12-02,4,2006,12,Winter,2000,15.5,0.015974440894722223,0.0,8.198083067092778,0.37503939867019653,0.7733259797096252,0.0059910447072492184,0.010902552924118781,0.0,0.048790659925071755,0,-1.7437084718644467,Minimal
2006-12-09,4,2006,12,Winter,2000,14.9,0.0,0.0,1.9680511182111111,0.3724600076675415,0.6670066714286804,0.0,0.0,0.0,0.030533110640659472,0,-1.9064345765088062,Minimal
2006-12-16,4,2006,12,Winter,2000,14.1,0.0,0.0,3.1533546325880555,0.3364073634147644,0.7421687245368958,0.0,0.0,0.0,0.030234347510466726,0,-1.876361725206396,Minimal
2006-12-23,4,2006,12,Winter,2000,12.2,0.0,0.0,5.70607028754,0.31683358550071716,0.6695249676704407,0.0,0.0,0.0,0.03553194957062121,0,-1.8870004759177603,Minimal
2006-12-30,4,2006,12,Winter,2000,10.3,0.0,0.0,2.9520766773163887,0.26902928948402405,0.5278694033622742,0.0,0.0,0.0,0.022765491909141795,0,-2.0453690453067876,Minimal
2007-01-06,4,2007,1,Winter,2000,11.0,0.0031948881791666666,0.0,4.718849840255833,0.22586403787136078,0.47640475630760193,0.0007216103446940629,0.0010621274306727166,0.0,0.02343737982534287,0,-2.0770004879032395,Minimal
2007-01-13,4,2007,1,Winter,2000,15.5,0.0,0.0,2.9488817891375,0.3136270046234131,0.5974270105361938,0.0,0.0,0.0,0.027319014880105623,0,-1.973411795656657,Minimal
2007-01-20,4,2007,1,Winter,2000,14.0,0.0,0.0,3.1629392971247223,0.27529075741767883,0.5047997832298279,0.0,0.0,0.0,0.024009099141688913,0,-2.048803605210016,Minimal
2007-01-27,4,2007,1,Winter,2000,14.1,0.0,0.0,1.7124600638977778,0.2687242031097412,0.49124273657798767,0.0,0.0,0.0,0.01918928171393236,0,-2.08549813842721,Minimal
2007-02-03,4,2007,2,Winter,2000,14.7,0.0,0.0,1.0894568690097222,0.2521781921386719,0.4417456090450287,0.0,0.0,0.0,0.01571487310391932,0,-2.135008703758404,Minimal
2007-02-10,4,2007,2,Winter,2000,13.6,0.0,0.0,0.7156549520769444,0.33036357164382935,0.5660046339035034,0.0,0.0,0.0,0.022644805418905106,0,-2.0138388623491967,Minimal
2007-02-17,4,2007,2,Winter,2000,13.9,0.0,0.0,0.7571884984027778,0.28549081087112427,0.4947066009044647,0.0,0.0,0.0,0.018172782452038665,0,-2.0862786333380625,Minimal
2007-02-24,4,2007,2,Winter,2000,13.5,0.0,0.0,1.5303514376997223,0.38931044936180115,0.7207131385803223,0.0,0.0,0.0,0.03100531609132994,0,-1.872307647845063,Minimal
2007-03-03,4,2007,3,Spring,2000,13.8,0.14057507987222223,0.0,5.1373801916933335,0.48534199595451355,0.8792148232460022,0.0682269898466495,0.10327778846435343,0.0,0.05270551405451445,0,-1.6462141213141903,Minimal
2007-03-10,4,2007,3,Spring,2000,12.7,0.0,0.0,4.127795527156667,0.5544105768203735,0.9960231781005859,0.0,0.0,0.0,0.05532426831597945,0,-1.552822748650033,Minimal
2007-03-17,4,2007,3,Spring,2000,13.2,0.0,0.0,10.204472843450555,0.5920093655586243,1.0467023849487305,0.0,0.0,0.0,0.07654868662118272,0,-1.3941751716360558,Moderate
2007-03-24,4,2007,3,Spring,2000,12.5,0.0031948881791666666,0.0,13.194888178913889,0.7111608386039734,1.213211178779602,0.0022720793567420883,0.005270062661325134,0.0,0.09732603051979881,0,-1.1614723134531477,Moderate
2007-03-31,4,2007,3,Spring,2000,12.9,0.3642172523963889,0.0,24.670926517571946,0.8212726712226868,1.4015048742294312,0.2991216757809698,1.0370825640814985,0.0,0.14541697539178466,1,-0.7671263766970312,Moderate
2007-04-07,4,2007,4,Spring,2000,12.7,0.7891373801919445,0.0,15.744408945686944,0.7127034068107605,1.1502666473388672,0.5624208993045172,1.4479193631296507,0.0,0.11349825079622679,1,-1.117175850953742,Moderate
2007-04-14,4,2007,4,Spring,2000,12.7,1.0351437699680555,0.0,9.1693290734825,0.7105178236961365,1.0998799800872803,0.7354880986503168,1.4098813392657883,0.0,0.09720204030221995,0,-1.245280926113352,Minimal
2007-04-21,4,2007,4,Spring,2000,14.2,0.06389776357833334,0.0,12.1693290734825,0.8444307446479797,1.3387494087219238,0.053957236079792574,0.11961957225485043,0.0,0.10870139096186998,0,-1.003802383734275,Moderate
2007-04-28,4,2007,4,Spring,2000,14.4,2.003194888179167,0.0031948881791666666,27.083067092651945,1.0531606674194336,1.6550835371017456,2.109686065405969,7.823362990788245,0.012645122718602176,0.1942303628038093,1,-0.3392907579369313,Moderate
2007-05-05,4,2007,5,Spring,2000,14.2,9.453674121405834,0.15015974440916666,36.7571884984025,1.3980008363723755,2.149256706237793,13.216244328517238,61.79544273094234,1.0643964090586797,0.3398705708228317,1,0.6862894745456352,Moderate
2007-05-12,4,2007,5,Spring,2000,14.2,8.702875399361112,0.10543130990416667,41.32268370607028,1.3856139183044434,2.096334934234619,12.058825282624097,61.889127584688005,0.7862074474644586,0.34332615879269046,1,0.6890263508719555,Moderate
2007-05-19,4,2007,5,Spring,2000,14.5,5.447284345048056,0.0,36.36421725239611,1.3414684534072876,2.015824556350708,7.307360105621345,33.88000314785202,0.0,0.28849502497011037,1,0.38005712949600456,Moderate
2007-05-26,4,2007,5,Spring,2000,15.2,12.48881789137389,0.0,43.354632587859165,1.9027798175811768,2.7402262687683105,23.763470629152945,126.78912444308378,0.0,0.44406801258096384,1,1.6207326525083854,Moderate
2007-06-02,4,2007,6,Summer,2000,13.8,17.204472843450556,0.038338658147222225,56.4920127795525,1.8327281475067139,2.625875234603882,31.531121643206703,209.65677432537245,0.4473012510636818,0.526811326657334,1,1.9278215452429697,Moderate
2007-06-09,4,2007,6,Summer,2000,14.7,22.936102236421945,2.613418530351667,59.93929712460056,1.7363550662994385,2.5631139278411865,39.825217319373124,278.5347707151425,36.71756652600259,0.5904270875172718,2,2.4018916751846504,Moderate
2007-06-16,4,2007,6,Summer,2000,13.2,21.766773162939444,4.3674121405752775,56.670926517571665,1.9456597566604614,2.8472330570220947,42.35073457548822,282.3562712847557,65.03565763772338,0.5895149706589606,2,2.8084278995551144,Moderate
2007-06-23,4,2007,6,Summer,2000,13.0,28.821086261980835,6.108626198083333,64.03514376996777,2.159266233444214,3.0977864265441895,62.232398376678134,460.7384560967275,112.43294240171703,0.7107261308632136,4,3.7232750925184663,High
2007-06-30,4,2007,6,Summer,2000,13.9,33.201277955271664,5.431309904153611,68.30351437699667,2.011934995651245,2.857144355773926,66.79881301855528,523.0581815564756,104.36747125803011,0.7564766184744703,4,3.6601248772741095,High
2007-07-07,4,2007,7,Summer,2000,10.3,22.086261980830834,0.8083067092652778,64.367412140575,1.649957537651062,2.349475622177124,36.44139443380791,271.0052198836249,11.291435613476278,0.5848187058530627,2,2.059805138608065,Moderate
2007-07-14,4,2007,7,Summer,2000,14.2,25.520766773163057,1.750798722045,65.77635782747583,1.6088284254074097,2.313124895095825,41.05853502285766,311.1266241764011,25.854129557603823,0.6227607132040792,2,2.2802229724697005,High
2007-07-21,4,2007,7,Summer,2000,14.5,24.71884984025583,1.4281150159744445,66.71565495207666,1.566497564315796,2.2910568714141846,38.72201806744866,297.058497711047,20.372497517628034,0.6122154175782573,2,2.181072608958832,Moderate
2007-07-28,4,2007,7,Summer,2000,13.1,21.086261980830834,0.6517571884986111,60.69009584664528,1.6132477521896362,2.3831472396850586,34.01736474265713,240.46907741087242,8.528888656748503,0.5594475286787153,2,1.9267383075673472,Moderate
2007-08-04,4,2007,8,Summer,2000,12.8,32.325878594249446,6.485623003195,68.57188498402556,1.8531683683395386,2.7444956302642822,59.90529568964726,470.6872002861006,121.17487895766493,0.731284838821597,3,3.558738180953195,High
2007-08-11,4,2007,8,Summer,2000,13.4,45.04792332268361,24.316293929712224,69.82428115015972,2.6107139587402344,3.847604274749756,117.60724223078985,938.7913569125507,732.7231459137042,0.9535742924104175,4,7.274146215395359,Severe
2007-08-18,4,2007,8,Summer,2000,13.7,41.81150159744416,21.0,68.99680511182083,2.698178768157959,4.03521728515625,112.81490587502643,891.2017133117873,637.0899029521513,0.9242341937076907,4,6.924393188298342,Severe
2007-08-25,4,2007,8,Summer,2000,15.2,40.904153354632776,16.97444089456889,69.4185303514375,2.305832624435425,3.4506959915161133,94.31813128002197,749.0607371753291,450.8298544644468,0.8752295350914712,4,5.827568365184298,High
2007-09-01,4,2007,9,Fall,2000,15.1,28.945686900958613,2.6070287539936112,68.88817891373778,1.5785667896270752,2.4669251441955566,45.69270004479672,360.4613896185678,45.235161482064264,0.6665779603271569,2,2.626954137380772,High
2007-09-08,4,2007,9,Fall,2000,12.6,28.345047923322777,2.3226837060705554,66.7603833865814,1.8275394439697266,2.804137706756592,51.80169312108456,397.6317824048487,40.327272123122434,0.6792979749561889,2,2.909875901125856,High
2007-09-15,4,2007,9,Fall,2000,14.6,17.29073482428139,2.236421725239722,61.03833865814694,1.413185477256775,2.2503249645233154,24.435015344772435,173.58228951789613,27.52375130898377,0.4978479814509071,1,1.7193175322735859,Moderate
2007-09-22,4,2007,9,Fall,2000,14.3,9.677316293929723,0.0,45.626198083066946,1.2837934494018555,2.0987095832824707,12.423675265936819,69.10818212627008,0.0,0.35603180185284367,1,0.7099879670643946,Moderate
2007-09-29,4,2007,9,Fall,2000,14.6,19.415335463258888,0.3226837060705556,59.741214057507776,1.5103569030761719,2.4653518199920654,29.324085942472667,204.5097354754741,3.9751026844568167,0.5276614048639728,1,1.7643188472332225,Moderate
2007-10-06,4,2007,10,Fall,2000,14.4,9.993610223642222,0.0,50.15335463258778,1.23428475856781,2.082810163497925,12.334960782109038,74.19892703052672,0.0,0.36742390421045046,1,0.7512812880029286,Moderate
2007-10-13,4,2007,10,Fall,2000,13.8,10.638977635782778,0.009584664536944445,43.779552715654724,1.3223634958267212,2.1913745403289795,14.06859565847602,75.66027818502424,0.07815616962024567,0.36537059722094783,1,0.7995834144514418,Moderate
2007-10-20,4,2007,10,Fall,2000,14.3,2.6230031948883332,0.0,40.69009584664528,1.0255489349365234,1.8207679986953735,2.6900181328528285,13.635727698352365,0.0,0.23719766676512444,1,-0.021004868801018633,Moderate
2007-10-27,4,2007,10,Fall,2000,14.0,0.9520766773163889,0.0,23.683706070287776,0.5909927487373352,1.0536377429962158,0.5626704125359215,1.8952824790307548,0.0,0.1255593373289019,1,-1.12499060624147,Moderate
2007-11-03,4,2007,11,Fall,2000,13.9,0.0,0.0,11.670926517571944,0.6975688338279724,1.2475417852401733,0.0,0.0,0.0,0.09154185754444655,0,-1.180257127212675,Moderate
2007-11-10,4,2007,11,Fall,2000,15.0,0.0,0.0,4.140575079872222,0.6710293889045715,1.1894736289978027,0.0,0.0,0.0,0.06729173842142834,0,-1.3582886460418102,Minimal
2007-11-17,4,2007,11,Fall,2000,15.4,0.0,0.0,5.907348242811667,0.5843806862831116,1.0764522552490234,0.0,0.0,0.0,0.06347950283010159,0,-1.4570067435246388,Minimal
2007-11-24,4,2007,11,Fall,2000,11.6,0.0,0.0,6.3354632587861115,0.4712201654911041,0.9012202620506287,0.0,0.0,0.0,0.05312668992181209,0,-1.6318765351138114,Minimal
2007-12-01,4,2007,12,Winter,2000,13.8,0.0,0.0,5.3130990415336115,0.42645546793937683,0.8130592703819275,0.0,0.0,0.0,0.04562323742857057,0,-1.7308770109174307,Minimal
2007-12-08,4,2007,12,Winter,2000,14.2,0.0,0.0,4.814696485623055,0.41366270184516907,0.7845004796981812,0.0,0.0,0.0,0.04288913922644736,0,-1.7643843924831193,Minimal
2007-12-15,4,2007,12,Winter,2000,14.8,0.0,0.0,11.408945686901111,0.4264281690120697,0.9076105952262878,0.0,0.0,0.0,0.06305306219015176,0,-1.579292655392626,Moderate
2007-12-22,4,2007,12,Winter,2000,13.8,0.0,0.0,1.974440894568889,0.28182557225227356,0.5418415665626526,0.0,0.0,0.0,0.0212788443640866,0,-2.044245243252792,Minimal
2007-12-29,4,2007,12,Winter,2000,9.0,0.0,0.0,3.0063897763580556,0.24715915322303772,0.4988100230693817,0.0,0.0,0.0,0.020683345394203575,0,-2.0771415219799563,Minimal
2008-01-05,4,2008,1,Winter,2000,11.1,0.0,0.0,2.0607028753994445,0.28456804156303406,0.5218991637229919,0.0,0.0,0.0,0.021806106226131744,0,-2.050971525684966,Minimal
2008-01-12,4,2008,1,Winter,2000,15.8,0.0,0.0,3.4696485623005557,0.30030152201652527,0.6436629891395569,0.0,0.0,0.0,0.027444988900660338,0,-1.9513040398249295,Minimal
2008-01-19,4,2008,1,Winter,2000,15.2,0.0,0.0,1.562300319488889,0.23574122786521912,0.4329194724559784,0.0,0.0,0.0,0.015385471810687508,0,-2.14485817044352,Minimal
2008-01-26,4,2008,1,Winter,2000,13.2,0.0,0.0,1.3035143769969444,0.2250535637140274,0.3888900578022003,0.0,0.0,0.0,0.01355198472976407,0,-2.180700445173815,Minimal
2008-02-02,4,2008,2,Winter,2000,13.6,0.0,0.0,1.3482428115016667,0.3129558265209198,0.591901421546936,0.0,0.0,0.0,0.022672916027480755,0,-2.003715108839437,Minimal
2008-02-09,4,2008,2,Winter,2000,12.4,0.028753993610277778,0.0,5.849840255591111,0.3747074007987976,0.7422654032707214,0.010774334208292421,0.017077147606178563,0.0,0.042183143024526776,0,-1.7990499837367502,Minimal
2008-02-16,4,2008,2,Winter,2000,13.3,0.0,0.0,1.7667731629394445,0.390819787979126,0.7084249258041382,0.0,0.0,0.0,0.03183583984695216,0,-1.8735185606169722,Minimal
2008-02-23,4,2008,2,Winter,2000,13.4,0.0,0.0,3.6869009584666665,0.33632197976112366,0.595253050327301,0.0,0.0,0.0,0.031751423035413534,0,-1.943920020032744,Minimal
2008-03-01,4,2008,3,Spring,2000,13.1,0.0,0.0,2.479233226837222,0.3717988431453705,0.6495410799980164,0.0,0.0,0.0,0.031927323593468074,0,-1.9074670833364507,Minimal
2008-03-08,4,2008,3,Spring,2000,13.5,0.0,0.0,4.399361022364444,0.4123934805393219,0.7265044450759888,0.0,0.0,0.0,0.04157153200377756,0,-1.8025610557258918,Minimal
2008-03-15,4,2008,3,Spring,2000,13.0,0.05111821086277778,0.0,3.7827476038338887,0.4859820008277893,0.8707715272903442,0.024842530393829578,0.03423983262587252,0.0,0.04790416821805008,0,-1.6766044801857003,Minimal
2008-03-22,4,2008,3,Spring,2000,13.2,0.11501597444111111,0.0,7.747603833865833,0.553740382194519,0.9193653464317322,0.06368898964549591,0.11303269568074445,0.0,0.06688405723621037,0,-1.5276169759627598,Minimal
2008-03-29,4,2008,3,Spring,2000,12.9,0.0,0.0,5.6869009584666665,0.5662947297096252,0.9318910241127014,0.0,0.0,0.0,0.06099875756510677,0,-1.5504614059321467,Minimal
2008-04-05,4,2008,4,Spring,2000,13.5,0.23003194888194445,0.0,15.18849840255611,0.4358155429363251,0.749117910861969,0.1002514986946856,0.2525184714724944,0.0,0.07737523637591356,1,-1.5810853104378717,Moderate
2008-04-12,4,2008,4,Spring,2000,12.8,0.15335463258805557,0.0,19.642172523961666,0.6222192049026489,1.0367317199707031,0.09542019755707778,0.28284619582574055,0.0,0.10833098599251008,1,-1.2101253447464633,Moderate
2008-04-19,4,2008,4,Spring,2000,13.8,0.012779552715833333,0.0,7.386581469648611,0.7505192756652832,1.1539249420166016,0.009591300647613536,0.016675993010962623,0.0,0.08484873375857876,0,-1.2578877965058683,Minimal
2008-04-26,4,2008,4,Spring,2000,14.2,0.28115015974444446,0.0,25.07028753993611,0.903616726398468,1.4390736818313599,0.25405198697468123,0.8909676233294175,0.0,0.15406143890384316,1,-0.6782270612629846,Moderate
2008-05-03,4,2008,5,Spring,2000,13.0,0.7252396166136111,0.0,18.85303514377,0.8251304030418396,1.2801551818847656,0.5984172571582982,1.7266154151426827,0.0,0.13318100653131887,1,-0.9097596191587725,Moderate
2008-05-10,4,2008,5,Spring,2000,14.3,4.7412140575080555,0.07987220447305556,33.77316293929722,1.1088703870773315,1.7245557308197021,5.257391867165443,23.013267083716897,0.39096431301337564,0.24945195316934451,1,-0.022600665912677387,Moderate
2008-05-17,4,2008,5,Spring,2000,14.4,2.5431309904155555,0.04792332268388889,27.766773162939444,0.910262405872345,1.3997654914855957,2.314916533784183,8.742692762256528,0.15216550627625697,0.18755900527061892,1,-0.5478015799342199,Moderate
2008-05-24,4,2008,5,Spring,2000,14.8,5.932907348243056,0.04153354632611111,39.03833865814694,1.1366429328918457,1.7144391536712646,6.74359720888257,33.069480370331796,0.24251240485979716,0.2805773337665396,1,0.12864573601249707,Moderate
2008-05-31,4,2008,5,Spring,2000,12.9,12.357827476038612,0.5623003194888889,51.204472843450276,1.312010645866394,1.95809006690979,16.21360120834289,99.2344914850555,4.745353898131546,0.40462288205131075,1,0.9280540727781884,Moderate
2008-06-07,4,2008,6,Summer,2000,14.5,28.12460063897778,6.6645367412141665,65.91054313099028,1.7533409595489502,2.6089046001434326,49.31201427127632,374.3301786215729,108.76128596261263,0.666829806750514,3,3.206835514791337,High
2008-06-14,4,2008,6,Summer,2000,14.1,30.613418530351666,6.3450479233227775,67.73482428115,1.9033074378967285,2.7552359104156494,58.266747188263864,452.93553541138823,114.7172306167861,0.7150135385542395,3,3.5030671738994457,High
2008-06-21,4,2008,6,Summer,2000,14.2,21.063897763578332,2.658146964856389,58.23003194888167,1.8821278810501099,2.680025100708008,39.644949264419836,270.49761549231584,38.47361518395873,0.5796724519462874,2,2.477469843825058,Moderate
2008-06-28,4,2008,6,Summer,2000,14.7,23.881789137380277,3.945686900958611,64.6837060702875,1.8306299448013306,2.615865707397461,43.718718330319476,326.507590955127,60.75768578695089,0.6241363629769422,2,2.7722359964799397,Moderate
2008-07-05,4,2008,7,Summer,2000,10.6,19.610223642172777,1.1789137380194445,61.54952076677306,1.7358852624893188,2.489828109741211,34.041098214567334,243.56242636269468,16.16192717122148,0.558068972063835,1,2.091709907821026,Moderate
2008-07-12,4,2008,7,Summer,2000,15.5,23.402555910543335,2.4440894568691665,67.1980830670925,1.4800262451171875,2.228825569152832,34.636396950426494,267.3863448923814,34.13444687009652,0.5901384904746442,2,2.1448186345463602,Moderate
2008-07-19,4,2008,7,Summer,2000,15.6,28.23961661341861,4.274760383386667,63.383386581469445,1.9170167446136475,2.7933690547943115,54.135817909393225,397.266965354904,71.82520573078511,0.6776245408367064,2,3.131528580693909,High
2008-07-26,4,2008,7,Summer,2000,16.0,31.450479233226943,7.808306709265278,67.12140575079862,1.906297206878662,2.818056106567383,59.953960717295885,462.3733730846017,150.40921783178732,0.7228559673925934,3,3.7253119256300296,High
